# parameters:
# pathway=Sulfur cycle
# datadir=sulfur_data_test
# keggmap=sulfur_data_test/input_sulfur_data/sulfur_score_kegg_list

genome	MEBS_Score	<completeness>	per_pathway
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000005825.2_ASM582v2_protein.faa.named.faa	2.366	67.6	77.8	40.0	50.0	47.1	45.0	40.0	44.4	100.0	100.0	65.0	37.9	0.0	100.0	100.0	64.3	43.8	83.3	85.7	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	50.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000005845.2_ASM584v2_protein.faa.named.faa	2.345	76.3	55.6	30.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	50.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006175.1_ASM617v2_protein.faa.named.faa	6.122	54.9	33.3	10.0	0.0	52.9	45.0	45.0	66.7	100.0	100.0	45.0	27.6	0.0	100.0	100.0	57.1	43.8	25.0	28.6	57.1	28.6	0.0	28.6	63.6	100.0	100.0	100.0	100.0	75.0	58.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006605.1_ASM660v1_protein.faa.named.faa	-2.895	56.4	44.4	50.0	0.0	17.6	45.0	15.0	11.1	100.0	80.0	50.0	31.0	0.0	100.0	100.0	57.1	31.2	83.3	85.7	85.7	42.9	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	0.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006625.1_ASM662v1_protein.faa.named.faa	-0.861	11.3	11.1	10.0	0.0	0.0	10.0	0.0	0.0	0.0	40.0	15.0	6.9	0.0	33.3	0.0	7.1	6.2	8.3	0.0	28.6	0.0	0.0	0.0	27.3	0.0	0.0	0.0	100.0	25.0	0.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006645.1_ASM664v1_protein.faa.named.faa	0.386999999999999	74.3	55.6	40.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	65.0	44.8	100.0	100.0	100.0	64.3	56.2	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	41.7	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006685.1_ASM668v1_protein.faa.named.faa	-0.538	27.3	22.2	10.0	0.0	5.9	20.0	10.0	11.1	0.0	60.0	35.0	13.8	0.0	0.0	50.0	14.3	12.5	16.7	14.3	28.6	14.3	0.0	42.9	36.4	100.0	100.0	100.0	0.0	75.0	0.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006725.1_ASM672v1_protein.faa.named.faa	-0.511	59.2	33.3	10.0	100.0	41.2	45.0	25.0	55.6	100.0	80.0	65.0	27.6	0.0	66.7	100.0	57.1	37.5	50.0	42.9	85.7	42.9	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	16.7	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006745.1_ASM674v1_protein.faa.named.faa	0.48	66.7	55.6	50.0	100.0	58.8	55.0	35.0	77.8	100.0	80.0	70.0	44.8	0.0	33.3	100.0	57.1	43.8	66.7	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	33.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006765.1_ASM676v1_protein.faa.named.faa	1.081	72.5	44.4	30.0	100.0	64.7	60.0	40.0	77.8	100.0	100.0	65.0	41.4	0.0	100.0	100.0	64.3	50.0	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006785.2_ASM678v2_protein.faa.named.faa	-1.778	31.2	11.1	20.0	0.0	0.0	15.0	0.0	11.1	100.0	100.0	35.0	10.3	0.0	66.7	100.0	42.9	12.5	33.3	42.9	57.1	0.0	0.0	0.0	45.5	0.0	0.0	0.0	100.0	100.0	0.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006805.1_ASM680v1_protein.faa.named.faa	1.932	49.2	44.4	30.0	50.0	35.3	50.0	40.0	55.6	100.0	100.0	40.0	37.9	0.0	66.7	100.0	50.0	37.5	75.0	85.7	71.4	28.6	0.0	57.1	63.6	0.0	0.0	0.0	100.0	75.0	33.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006825.1_ASM682v1_protein.faa.named.faa	2.884	59.2	55.6	40.0	0.0	52.9	50.0	40.0	77.8	100.0	80.0	45.0	41.4	0.0	66.7	100.0	64.3	50.0	41.7	42.9	85.7	42.9	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	33.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006845.1_ASM684v1_protein.faa.named.faa	0.429	54.1	33.3	40.0	0.0	35.3	35.0	30.0	55.6	100.0	60.0	40.0	24.1	0.0	66.7	100.0	57.1	37.5	58.3	57.1	85.7	14.3	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	16.7	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006865.1_ASM686v1_protein.faa.named.faa	-0.0760000000000001	33.4	33.3	20.0	0.0	11.8	30.0	10.0	11.1	0.0	80.0	40.0	17.2	0.0	66.7	100.0	57.1	18.8	33.3	42.9	85.7	14.3	0.0	14.3	72.7	0.0	0.0	0.0	100.0	100.0	8.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006885.1_ASM688v1_protein.faa.named.faa	-1.266	36.9	22.2	10.0	0.0	11.8	10.0	15.0	11.1	100.0	100.0	35.0	10.3	0.0	100.0	100.0	50.0	31.2	33.3	42.9	85.7	0.0	0.0	28.6	63.6	0.0	0.0	0.0	100.0	100.0	8.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006905.1_ASM690v1_protein.faa.named.faa	-0.883	70.4	44.4	30.0	100.0	52.9	45.0	30.0	66.7	100.0	100.0	55.0	34.5	100.0	100.0	100.0	64.3	37.5	91.7	100.0	85.7	42.9	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	25.0	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006945.1_ASM694v1_protein.faa.named.faa	4.036	76.8	55.6	30.0	100.0	76.5	65.0	60.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	58.3	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006965.1_ASM696v1_protein.faa.named.faa	0.443	76.4	55.6	70.0	100.0	64.7	50.0	45.0	77.8	100.0	100.0	60.0	41.4	100.0	100.0	100.0	71.4	50.0	100.0	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7	
/home/valdeanda/azufre_project/new_2017/nr2016genomes/genomes_renamed//GCF_000006985.1_ASM698v1_protein.faa.named.faa	11.354	60.3	77.8	60.0	0.0	64.7	75.0	55.0	66.7	0.0	60.0	45.0	51.7	0.0	33.3	100.0	50.0	37.5	50.0	42.9	85.7	71.4	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	100.0	
